stream,src_mac,dst_mac,src_ip,dst_ip,src_port,dst_port,inter_arrival_time,time_since_previously_displayed_frame,port_class_dst,l4_tcp,l4_udp,ttl,eth_size,tcp_window_size,payload_entropy,handshake_version,handshake_cipher_suites_length,handshake_ciphersuites,handshake_extensions_length,tls_server,handshake_sig_hash_alg_len,http_request_method,http_host,http_response_code,user_agent,dns_server,dns_query_type,dns_len_qry,dns_interval,dns_len_ans,device_mac,eth_src_oui,eth_dst_oui,payload_length,highest_layer,http_uri,http_content_len,http_content_type,icmp_type,icmp_checksum_status,icmp_data_size,jitter,stream_1_count,stream_1_mean,stream_1_var,src_ip_1_count,src_ip_1_mean,src_ip_1_var,src_ip_mac_1_count,src_ip_mac_1_mean,src_ip_mac_1_var,channel_1_count,channel_1_mean,channel_1_var,stream_jitter_1_sum,stream_jitter_1_mean,stream_jitter_1_var,stream_5_count,stream_5_mean,stream_5_var,src_ip_5_count,src_ip_5_mean,src_ip_5_var,src_ip_mac_5_count,src_ip_mac_5_mean,src_ip_mac_5_var,channel_5_count,channel_5_mean,channel_5_var,stream_jitter_5_sum,stream_jitter_5_mean,stream_jitter_5_var,stream_10_count,stream_10_mean,stream_10_var,src_ip_10_count,src_ip_10_mean,src_ip_10_var,src_ip_mac_10_count,src_ip_mac_10_mean,src_ip_mac_10_var,channel_10_count,channel_10_mean,channel_10_var,stream_jitter_10_sum,stream_jitter_10_mean,stream_jitter_10_var,stream_30_count,stream_30_mean,stream_30_var,src_ip_30_count,src_ip_30_mean,src_ip_30_var,src_ip_mac_30_count,src_ip_mac_30_mean,src_ip_mac_30_var,channel_30_count,channel_30_mean,channel_30_var,stream_jitter_30_sum,stream_jitter_30_mean,stream_jitter_30_var,stream_60_count,stream_60_mean,stream_60_var,src_ip_60_count,src_ip_60_mean,src_ip_60_var,src_ip_mac_60_count,src_ip_mac_60_mean,src_ip_mac_60_var,channel_60_count,channel_60_mean,channel_60_var,stream_jitter_60_sum,stream_jitter_60_mean,stream_jitter_60_var,ntp_interval,most_freq_spot,min_et,q1,min_e,var_e,q1_e,sum_p,min_p,max_p,med_p,average_p,var_p,q3_p,q1_p,iqr_p,l3_ip_dst_count,label,attack_type,binary_label
25428,dc:a6:32:dc:27:d5,Arlo Base Station,192.168.137.178,192.168.137.180,59089,5666,2268.400044,1e-06,2,1,0,40,60,1024,0.0,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,dc:a6:32:dc:27:d5,Raspberry Pi Trading Ltd,Netgear,0.0,TCP,none,0.0,none,-1.0,-1.0,-1.0,,1.0,60.0,,873.0,60.0,0.0,873.0,60.0,0.0,1257.0,60.0,0.0,,,,1.0,60.0,,873.0,60.0,0.0,873.0,60.0,0.0,1257.0,60.0,0.0,,,,1.0,60.0,,873.0,60.0,0.0,873.0,60.0,0.0,1257.0,60.0,0.0,,,,1.0,60.0,,2855.0,60.0,0.0,2855.0,60.0,0.0,4668.0,60.0,0.0,,,,1.0,60.0,,2855.0,60.0,0.0,2855.0,60.0,0.0,4668.0,60.0,0.0,,,,0.0,55444.0,26.0,26.0,60.0,0.0,60.0,120.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,98.0,1.0,Recon-PortScan.csv,1.0
0,3c:18:a0:41:c3:a0,SmartThings Hub,3.141.212.7,192.168.137.150,443,47378,998.360614,0.000706,2,1,0,236,113,27,3.402000426219881,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,SmartThings Hub,Luxshare Precision Industry Company Limited,"SAMJIN Co., Ltd.",47.0,TLS,none,0.0,none,-1.0,-1.0,-1.0,0.000706,8.0,121.25,6001.071428571429,4.0,89.5,736.3333333333334,4.0,89.5,736.3333333333334,8.0,121.25,6001.071428571429,1.020958,0.12761975,0.0237236871427856,18.0,122.55555555555556,3410.849673202644,8.0,95.375,591.6964285714303,8.0,95.375,591.6964285714303,17.0,117.17647058823528,3070.654411764761,7.615697,0.4230942777777777,0.5337735974686841,25.0,122.08,3055.743333333349,10.0,98.9,515.4333333333321,10.0,98.9,515.4333333333321,23.0,114.08695652173913,2498.628458497999,10.863324,0.4345329599999999,0.4942955054547078,81.0,118.93827160493828,4112.9336419752935,32.0,101.625,404.75806451603216,32.0,101.625,404.75806451603216,75.0,111.33333333333331,3655.090090090063,30.954533,0.3821547283950617,0.3637897344293159,159.0,115.55345911949684,2924.046174667625,61.0,102.0327868852459,380.7655737704768,61.0,102.0327868852459,380.7655737704768,147.0,107.51700680272108,2302.771969061599,60.344573,0.3795256163522012,0.3436622227505364,0.0,47378.0,32.0,32.0,66.0,14325.67368421053,66.0,1438.0,12.0,519.0,12.0,71.9,14325.67368421053,60.0,12.0,48.0,12.0,1.0,Recon-HostDiscovery.csv,1.0
8147,Amazon Echo Show,3c:18:a0:41:c3:a0,192.168.137.212,13.225.189.64,49660,443,1115.936905,1e-06,1,1,0,64,66,133312,0.0,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,Amazon Echo Show,Amazon Technologies Inc.,Luxshare Precision Industry Company Limited,0.0,TCP,none,0.0,none,-1.0,-1.0,-1.0,2e-06,44.0,1510.9545454545455,1474579.6723044398,371.0,87.4177897574124,10912.460115101589,371.0,87.4177897574124,10912.460115101589,440.0,1565.0568181818182,1414573.7165821074,0.275682,0.0064112093023255,0.0002186987151218,44.0,1510.9545454545455,1474579.6723044398,1880.0,95.11914893617022,48359.81017064326,1880.0,95.11914893617022,48359.81017064326,1761.0,1201.076093128904,1288892.564661091,0.275682,0.0064112093023255,0.0002186987151218,44.0,1510.9545454545455,1474579.6723044398,1885.0,95.44403183023871,48489.75230645347,1885.0,95.44403183023871,48489.75230645347,1761.0,1201.076093128904,1288892.564661091,0.275682,0.0064112093023255,0.0002186987151218,44.0,1510.9545454545455,1474579.6723044398,1920.0,95.88645833333334,48130.86047311964,1920.0,95.88645833333334,48130.86047311964,1761.0,1201.076093128904,1288892.564661091,0.275682,0.0064112093023255,0.0002186987151218,44.0,1510.9545454545455,1474579.6723044398,1923.0,95.86479459178368,48056.41043006967,1923.0,95.86479459178368,48056.41043006967,1761.0,1201.076093128904,1288892.564661091,0.275682,0.0064112093023255,0.0002186987151218,0.0,443.0,32.0,32.0,66.0,1604515.8315789474,66.0,27372.0,12.0,2868.0,1440.0,1368.6,1604515.8315789474,2868.0,12.0,2856.0,13.0,1.0,Recon-PortScan.csv,1.0
257,3c:18:a0:41:c3:a0,56:4f:8a:e1:f3:2d,52.239.141.196,192.168.137.51,443,53143,75.354955,0.000453,3,1,0,111,4434,524288,3.5843249002028883,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,56:4f:8a:e1:f3:2d,Luxshare Precision Industry Company Limited,none,4380.0,TCP,none,0.0,none,-1.0,-1.0,-1.0,0.000453,66.0,1845.1515151515152,2844030.192074591,42.0,2835.0238095238096,1734790.7555168406,42.0,2835.0238095238096,1734790.7555168406,66.0,1845.1515151515152,2844030.192074591,11.711435,0.1774459848484848,1.8079746484174308,66.0,1845.1515151515152,2844030.192074591,42.0,2835.0238095238096,1734790.7555168406,42.0,2835.0238095238096,1734790.7555168406,66.0,1845.1515151515152,2844030.192074591,11.711435,0.1774459848484848,1.8079746484174308,66.0,1845.1515151515152,2844030.192074591,42.0,2835.0238095238096,1734790.7555168406,42.0,2835.0238095238096,1734790.7555168406,66.0,1845.1515151515152,2844030.192074591,11.711435,0.1774459848484848,1.8079746484174308,68.0,1793.4117647058824,2848795.260755049,42.0,2835.0238095238096,1734790.7555168406,42.0,2835.0238095238096,1734790.7555168406,66.0,1845.1515151515152,2844030.192074591,11.792157,0.176002343283582,1.7807207279032289,68.0,1793.4117647058824,2848795.260755049,97.0,2874.618556701031,1873106.9050687288,97.0,2874.618556701031,1873106.9050687288,170.0,1688.3823529411766,2954874.119213364,11.792157,0.176002343283582,1.7807207279032289,0.0,443.0,26.0,1480.0,60.0,2300934.094736842,1514.0,48198.0,6.0,4380.0,2920.0,2409.9,2300934.094736842,3285.0,1460.0,1825.0,9.0,1.0,Recon-PingSweep.csv,1.0
-1,Google Nest Mini Speaker,3c:18:a0:41:c3:a0,192.168.137.61,192.168.137.1,0,0,2717.18425,0.023737,0,0,0,64,98,0,3.274185552333024,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,Google Nest Mini Speaker,"Google, Inc.",Luxshare Precision Industry Company Limited,48.0,ICMP,none,0.0,none,8.0,1.0,48.0,0.275249,7.0,65.42857142857143,206.28571428571072,2.0,137.0,3042.0,2.0,137.0,3042.0,1.0,98.0,,1.03823,0.1483185714285714,0.0094019769872857,26.0,86.53846153846153,7366.658461538497,4.0,117.5,1520.9999999999975,4.0,117.5,1520.9999999999975,3.0,98.0,0.0,5.661301000000001,0.2177423461538462,0.0627710457888752,43.0,88.27906976744185,5845.539313399767,10.0,134.3,9287.344444444188,10.0,134.3,9287.344444444188,3.0,98.0,0.0,10.249379,0.2383576511627906,0.0646874337310336,132.0,80.18181818181819,2818.058292852199,28.0,136.10714285714286,7963.728835978832,28.0,136.10714285714286,7963.728835978832,3.0,98.0,0.0,30.461279,0.2307672651515151,0.0907472559713668,264.0,94.06439393939394,6944.106103813811,39.0,134.43589743589743,6398.410256410201,39.0,134.43589743589743,6398.410256410201,3.0,98.0,0.0,60.031351,0.227391481060606,0.0957206922818177,0.0,5353.0,26.0,38.5,60.0,5856.578947368421,72.5,1296.0,0.0,331.0,38.0,64.8,6253.431578947368,122.0,12.0,110.0,15.0,0.0,BenignTraffic3.csv,0.0
1038,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,54.246.196.149,53564,443,2599.373876,0.000447,1,1,0,64,1514,37792,3.5807844687225403,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited,1448.0,TCP,none,0.0,none,-1.0,-1.0,-1.0,0.000447,277.0,1226.115523465704,1881401.675011772,165.0,2013.5878787878787,1623238.085218034,165.0,2013.5878787878787,1623238.085218034,277.0,1226.115523465704,1881401.675011772,1.00582,0.003631119133574,0.0004649552385155,315.0,1178.8666666666666,1837039.2114649685,224.0,1626.9330357142858,1873477.883388057,224.0,1626.9330357142858,1873477.883388057,315.0,1178.8666666666666,1837039.2114649685,2081.05598,6.606526920634921,13716.033215454414,315.0,1178.8666666666666,1837039.2114649685,385.0,1691.6025974025974,1852313.318222412,385.0,1691.6025974025974,1852313.318222412,315.0,1178.8666666666666,1837039.2114649685,2081.05598,6.606526920634921,13716.033215454414,315.0,1178.8666666666666,1837039.2114649685,1168.0,1837.9888698630136,1916748.6142719649,1168.0,1837.9888698630136,1916748.6142719649,315.0,1178.8666666666666,1837039.2114649685,2081.05598,6.606526920634921,13716.033215454414,315.0,1178.8666666666666,1837039.2114649685,2243.0,1890.0071333036112,1982644.7341150504,2243.0,1890.0071333036112,1982644.7341150504,315.0,1178.8666666666666,1837039.2114649685,2081.05598,6.606526920634921,13716.033215454414,0.0,443.0,1480.0,1480.0,1514.0,766952.252631579,1514.0,42232.0,1460.0,4356.0,1460.0,2111.6,766952.252631579,2908.0,1460.0,1448.0,75.0,0.0,BenignTraffic2.csv,0.0
5899,3c:18:a0:41:c3:a0,AMCREST WiFi Camera,52.91.195.103,192.168.137.16,8810,27717,1933.77809,0.003411,2,0,1,49,221,0,3.306332369892833,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,3c:18:a0:41:c3:a0,Luxshare Precision Industry Company Limited,Amcrest Technologies,179.0,UDP,none,0.0,none,-1.0,-1.0,-1.0,0.150593,4.0,211.0,133.33333333333343,11.0,221.0,0.0,11.0,221.0,0.0,23.0,210.5652173913044,104.34782608695664,0.4216499999999999,0.1405499999999999,0.004899296143,4.0,211.0,133.33333333333343,11.0,221.0,0.0,11.0,221.0,0.0,23.0,210.5652173913044,104.34782608695664,0.4216499999999999,0.1405499999999999,0.004899296143,4.0,211.0,133.33333333333343,11.0,221.0,0.0,11.0,221.0,0.0,23.0,210.5652173913044,104.34782608695664,0.4216499999999999,0.1405499999999999,0.004899296143,4.0,211.0,133.33333333333343,11.0,221.0,0.0,11.0,221.0,0.0,23.0,210.5652173913044,104.34782608695664,0.4216499999999999,0.1405499999999999,0.004899296143,4.0,211.0,133.33333333333343,11.0,221.0,0.0,11.0,221.0,0.0,23.0,210.5652173913044,104.34782608695664,0.4216499999999999,0.1405499999999999,0.004899296143,0.0,32100.0,26.0,26.0,60.0,6753.102631578948,60.0,2053.0,0.0,179.0,179.0,102.65,7530.45,179.0,15.0,164.0,42.0,0.0,BenignTraffic.csv,0.0
894,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,34.252.212.228,37813,443,2224.583308,0.000837,1,1,0,64,1514,37792,3.5831496296310714,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited,1448.0,TCP,none,0.0,none,-1.0,-1.0,-1.0,0.000837,122.0,985.5409836065572,810057.8206205008,70.0,1668.6285714285714,309934.75859213073,70.0,1668.6285714285714,309934.75859213073,122.0,985.5409836065572,810057.8206205008,1.039642,0.0085216557377049,0.0013778381441156,349.0,986.7650429799428,1193292.967625074,185.0,1803.0108108108109,831346.8694477003,185.0,1803.0108108108109,831346.8694477003,349.0,986.7650429799428,1193292.967625074,5.017398,0.0143764985673352,0.0029031511011207,688.0,1008.5188953488372,1553573.80168029,354.0,1897.7881355932204,1389960.042805023,354.0,1897.7881355932204,1389960.042805023,688.0,1008.5188953488372,1553573.80168029,10.023888,0.0145696046511627,0.0029014143112086,1637.0,1071.1973121563835,2103693.7574988864,856.0,1985.6892523364488,2265521.9501066767,856.0,1985.6892523364488,2265521.9501066767,1637.0,1071.1973121563835,2103693.7574988864,1754.586914,1.0718307354917531,1838.9421084575288,1637.0,1071.1973121563835,2103693.7574988864,1583.0,1920.5394819962096,2070464.2675615945,1583.0,1920.5394819962096,2070464.2675615945,1637.0,1071.1973121563835,2103693.7574988864,1754.586914,1.0718307354917531,1838.9421084575288,0.0,443.0,32.0,32.0,66.0,759812.4105263158,66.0,16258.0,12.0,2908.0,781.0,812.9,759812.4105263158,1460.0,12.0,1448.0,64.0,0.0,BenignTraffic2.csv,0.0
270,dc:a6:32:c9:e4:90,Yutron Plug 2,192.168.137.195,192.168.137.88,46311,47299,10.1676,2e-06,2,0,1,64,60,0,1.4906401825684292,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,dc:a6:32:c9:e4:90,Raspberry Pi Trading Ltd,Tuya Smart Inc.,8.0,UDP,none,0.0,none,-1.0,-1.0,-1.0,2e-06,927.0,60.0,0.0,6083.0,60.0,0.0,6083.0,60.0,0.0,6083.0,60.0,0.0,0.231435,0.0002499298056155,5.316053141605814e-06,927.0,60.0,0.0,27111.0,60.0,0.0,27111.0,60.0,0.0,27111.0,60.0,0.0,0.231435,0.0002499298056155,5.316053141605814e-06,927.0,60.0,0.0,44185.0,60.0,0.0,44185.0,60.0,0.0,44185.0,60.0,0.0,0.231435,0.0002499298056155,5.316053141605814e-06,927.0,60.0,0.0,45256.0,60.0,0.0,45256.0,60.0,0.0,45256.0,60.0,0.0,0.231435,0.0002499298056155,5.316053141605814e-06,927.0,60.0,0.0,45256.0,60.0,0.0,45256.0,60.0,0.0,45256.0,60.0,0.0,0.231435,0.0002499298056155,5.316053141605814e-06,0.0,58218.0,26.0,26.0,60.0,0.0,60.0,360.0,18.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0,1.0,3.0,DDoS-UDP_Flood11.csv,1.0
520,Arlo Q Indoor Camera,3c:18:a0:41:c3:a0,192.168.137.175,52.31.208.201,41451,443,1159.653891,0.000699,1,1,0,64,1514,37792,3.5842890040207,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,Arlo Q Indoor Camera,Netgear,Luxshare Precision Industry Company Limited,1448.0,TCP,none,0.0,none,-1.0,-1.0,-1.0,0.000699,112.0,1098.205357142857,1190386.6511422135,69.0,1741.463768115942,849525.6346973563,69.0,1741.463768115942,849525.6346973563,112.0,1098.205357142857,1190386.6511422135,1.139576001,0.0101747857232142,0.0022602124043224,392.0,968.1454081632652,1304592.8918458691,207.0,1774.4106280193237,1092074.670371931,207.0,1774.4106280193237,1092074.670371931,392.0,968.1454081632652,1304592.8918458691,5.024419,0.0128173954081632,0.0026948032627705,850.0,1050.2341176470588,1626558.0428864409,467.0,1850.0513918629551,1529892.4909154414,467.0,1850.0513918629551,1529892.4909154414,850.0,1050.2341176470588,1626558.0428864409,922.138127,1.0848683847058822,979.6773975013922,850.0,1050.2341176470588,1626558.0428864409,1100.0,1803.729090909091,1721751.045740783,1100.0,1803.729090909091,1721751.045740783,850.0,1050.2341176470588,1626558.0428864409,922.138127,1.0848683847058822,979.6773975013922,850.0,1050.2341176470588,1626558.0428864409,2057.0,1878.88770053476,2215758.6337834806,2057.0,1878.88770053476,2215758.6337834806,850.0,1050.2341176470588,1626558.0428864409,922.138127,1.0848683847058822,979.6773975013922,0.0,443.0,32.0,1480.0,66.0,502105.43157894735,1514.0,24856.0,12.0,2908.0,1460.0,1242.8,502105.43157894735,1460.0,1460.0,0.0,53.0,0.0,BenignTraffic3.csv,0.0
235,dc:a6:32:c9:e4:ab,Yutron Plug 2,192.168.137.25,192.168.137.88,54596,53669,8.585829,2e-06,3,0,1,64,60,0,1.4906401825684292,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,dc:a6:32:c9:e4:ab,Raspberry Pi Trading Ltd,Tuya Smart Inc.,8.0,UDP,none,0.0,none,-1.0,-1.0,-1.0,2e-06,344.0,60.0,0.0,4744.0,60.0,0.0,4744.0,60.0,0.0,4744.0,60.0,0.0,0.080580001,0.000234927116618,4.172836672555723e-06,344.0,60.0,0.0,17303.0,60.0,0.0,17303.0,60.0,0.0,17303.0,60.0,0.0,0.080580001,0.000234927116618,4.172836672555723e-06,344.0,60.0,0.0,28998.0,60.0,0.0,28998.0,60.0,0.0,28998.0,60.0,0.0,0.080580001,0.000234927116618,4.172836672555723e-06,344.0,60.0,0.0,28998.0,60.0,0.0,28998.0,60.0,0.0,28998.0,60.0,0.0,0.080580001,0.000234927116618,4.172836672555723e-06,344.0,60.0,0.0,28998.0,60.0,0.0,28998.0,60.0,0.0,28998.0,60.0,0.0,0.080580001,0.000234927116618,4.172836672555723e-06,0.0,34211.0,26.0,26.0,60.0,0.0,60.0,360.0,18.0,18.0,18.0,18.0,0.0,18.0,18.0,0.0,1.0,3.0,DDoS-UDP_Flood11.csv,1.0
266352,dc:a6:32:c9:e4:90,LampUX RGB,192.168.137.227,192.168.137.87,58572,57000,61.229836,1e-06,3,0,1,64,578,0,3.5799394403955045,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,dc:a6:32:c9:e4:90,Raspberry Pi Trading Ltd,Espressif Inc.,512.0,UDP,none,0.0,none,-1.0,-1.0,-1.0,,1.0,578.0,,1078.0,578.0,0.0,1078.0,578.0,0.0,1078.0,578.0,0.0,,,,1.0,578.0,,1078.0,578.0,0.0,1078.0,578.0,0.0,1078.0,578.0,0.0,,,,1.0,578.0,,1078.0,578.0,0.0,1078.0,578.0,0.0,1078.0,578.0,0.0,,,,1.0,578.0,,7090.0,578.0,0.0,7090.0,578.0,0.0,7090.0,578.0,0.0,,,,1.0,578.0,,75168.0,578.0,0.0,75168.0,578.0,0.0,75236.0,577.5408580998458,233.03637139896227,,,,0.0,8886.0,544.0,544.0,578.0,0.0,578.0,10720.0,536.0,536.0,536.0,536.0,0.0,536.0,536.0,0.0,66.0,2.0,Mirai-greip_flood11.csv,1.0
103826,dc:a6:32:c9:e5:ef,Amazon Echo Studio,192.168.137.242,192.168.137.125,54351,31357,29.871221,0.000216,2,0,1,64,578,0,3.577108724305963,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,dc:a6:32:c9:e5:ef,Raspberry Pi Trading Ltd,Amazon Technologies Inc.,512.0,UDP,none,0.0,none,-1.0,-1.0,-1.0,,1.0,578.0,,535.0,578.0,0.0,535.0,578.0,0.0,535.0,578.0,0.0,,,,1.0,578.0,,2155.0,578.0,0.0,2155.0,578.0,0.0,2155.0,578.0,0.0,,,,1.0,578.0,,3656.0,578.0,0.0,3656.0,578.0,0.0,3656.0,578.0,0.0,,,,1.0,578.0,,8183.0,578.0,0.0,8183.0,578.0,0.0,8183.0,578.0,0.0,,,,1.0,578.0,,8183.0,578.0,0.0,8183.0,578.0,0.0,8183.0,578.0,0.0,,,,0.0,8886.0,544.0,544.0,578.0,0.0,578.0,10720.0,536.0,536.0,536.0,536.0,0.0,536.0,536.0,0.0,55.0,2.0,Mirai-greip_flood1.csv,1.0
21454,e4:5f:01:55:90:c4,TP-Link Tapo Camera,192.168.137.131,192.168.137.29,24436,11519,5.166434,1e-06,2,0,1,64,578,0,3.578143043149321,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,e4:5f:01:55:90:c4,Raspberry Pi Trading Ltd,TP-Link Corporation Limited,512.0,UDP,none,0.0,none,-1.0,-1.0,-1.0,,1.0,578.0,,1931.0,578.0,0.0,1931.0,578.0,0.0,1931.0,578.0,0.0,,,,1.0,578.0,,9860.0,578.0,0.0,9860.0,578.0,0.0,9860.0,578.0,0.0,,,,1.0,578.0,,10346.0,578.0,0.0,10346.0,578.0,0.0,10346.0,578.0,0.0,,,,1.0,578.0,,10346.0,578.0,0.0,10346.0,578.0,0.0,10346.0,578.0,0.0,,,,1.0,578.0,,10346.0,578.0,0.0,10346.0,578.0,0.0,10346.0,578.0,0.0,,,,0.0,8886.0,544.0,544.0,578.0,0.0,578.0,10720.0,536.0,536.0,536.0,536.0,0.0,536.0,536.0,0.0,30.0,2.0,Mirai-greip_flood10.csv,1.0
3478,dc:a6:32:c9:e4:ab,Philips Hue Bridge,192.168.137.212,192.168.137.204,45022,80,153.231597,2.2e-05,1,1,0,64,222,64256,3.336334682716922,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,dc:a6:32:c9:e4:ab,Raspberry Pi Trading Ltd,Philips Lighting BV,168.0,TCP,none,0.0,none,-1.0,-1.0,-1.0,0.002187,4.0,107.5,5870.333333333335,5.0,100.8,4627.2,5.0,100.8,4627.2,5.0,100.8,4627.2,1.057548,0.264387,0.2766552395486666,5.0,100.8,4627.2,100.0,101.86,3909.939797979796,100.0,101.86,3909.939797979796,186.0,83.31182795698925,2497.9995350188933,1.057548,0.264387,0.2766552395486666,5.0,100.8,4627.2,223.0,103.457399103139,4008.19524906072,223.0,103.457399103139,4008.19524906072,438.0,82.92009132420091,2478.165224705606,1.057548,0.264387,0.2766552395486666,5.0,100.8,4627.2,425.0,104.58117647058825,4120.475116537205,425.0,104.58117647058825,4120.475116537205,866.0,82.66166281755196,2486.8137193127604,1.057548,0.264387,0.2766552395486666,5.0,100.8,4627.2,825.0,104.0739393939394,4086.512730214771,825.0,104.0739393939394,4086.512730214771,1679.0,82.44609886837404,2462.389077441945,1.057548,0.264387,0.2766552395486666,0.0,80.0,26.0,26.0,60.0,3348.6815789473694,60.0,689.0,6.0,168.0,9.0,34.45,3348.6815789473694,20.0,6.0,14.0,3.0,3.0,DDoS-SlowLoris.csv,1.0
136894,dc:a6:32:dc:27:d5,Netatmo Camera,192.168.137.35,192.168.137.113,40490,1059,1322.552876,0.004175,2,1,0,57,60,1024,0.0,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,dc:a6:32:dc:27:d5,Raspberry Pi Trading Ltd,Netatmo,0.0,TCP,none,0.0,none,-1.0,-1.0,-1.0,,1.0,60.0,,404.0,60.0,0.0,404.0,60.0,0.0,12.0,60.0,0.0,,,,1.0,60.0,,1392.0,60.0,0.0,1392.0,60.0,0.0,49.0,60.0,0.0,,,,1.0,60.0,,2425.0,60.0,0.0,2425.0,60.0,0.0,100.0,60.0,0.0,,,,1.0,60.0,,5566.0,60.0,0.0,5566.0,60.0,0.0,226.0,60.0,0.0,,,,1.0,60.0,,8639.0,60.00590346104873,0.3010765134864445,8639.0,60.00590346104873,0.3010765134864445,300.0,60.0,0.0,,,,0.0,51305.0,26.0,26.0,60.0,0.0,60.0,120.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,0.0,116.0,1.0,Recon-HostDiscovery.csv,1.0
5125,Home Eye Camera,3c:18:a0:41:c3:a0,192.168.137.133,111.235.248.121,48295,123,1666.676961,0.006693,1,0,1,64,90,0,1.888984254118481,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,Home Eye Camera,"Shenzhen Rf-Link Technology Co.,Ltd.",Luxshare Precision Industry Company Limited,48.0,NTP,none,0.0,none,-1.0,-1.0,-1.0,,1.0,90.0,,1.0,90.0,,1.0,90.0,,1.0,90.0,,,,,1.0,90.0,,1.0,90.0,,1.0,90.0,,1.0,90.0,,,,,1.0,90.0,,7.0,73.57142857142857,187.28571421587264,7.0,73.57142857142857,187.28571421587264,2.0,90.0,0.0,,,,1.0,90.0,,20.0,72.75,162.5131578939644,20.0,72.75,162.5131578939644,5.0,90.0,0.0,,,,1.0,90.0,,54.0,75.55555555555556,179.4591195045232,54.0,75.55555555555556,179.4591195045232,9.0,90.0,0.0,,,,7.018497999999909,53.0,26.0,26.0,60.0,212.2394736842105,60.0,699.0,0.0,52.0,36.0,34.95,262.2605263157895,48.75,18.0,30.75,8.0,0.0,BenignTraffic.csv,0.0
664,SmartThings Hub,3c:18:a0:41:c3:a0,192.168.137.186,13.225.195.99,60362,443,1610.653629,1e-06,1,1,0,64,111,43648,3.288288066229759,-1,0,-1,0,none,0,none,none,0,none,none,,0,0.0,0,SmartThings Hub,"SAMJIN Co., Ltd.",Luxshare Precision Industry Company Limited,45.0,TLS,none,0.0,none,-1.0,-1.0,-1.0,1e-06,16.0,456.375,691085.05,13.0,97.0,4418.666666666667,13.0,97.0,4418.666666666667,16.0,456.375,691085.05,1273.132906,79.570806625,101232.29998551772,16.0,456.375,691085.05,13.0,97.0,4418.666666666667,13.0,97.0,4418.666666666667,16.0,456.375,691085.05,1273.132906,79.570806625,101232.29998551772,16.0,456.375,691085.05,13.0,97.0,4418.666666666667,13.0,97.0,4418.666666666667,16.0,456.375,691085.05,1273.132906,79.570806625,101232.29998551772,16.0,456.375,691085.05,16.0,95.625,3767.716666666874,16.0,95.625,3767.716666666874,16.0,456.375,691085.05,1273.132906,79.570806625,101232.29998551772,16.0,456.375,691085.05,27.0,129.22222222222223,16100.794871794858,27.0,129.22222222222223,16100.794871794858,25.0,342.24,465405.7733333334,1273.132906,79.570806625,101232.29998551772,0.0,443.0,32.0,32.0,66.0,564432.5263157894,66.0,6768.0,12.0,2868.0,35.0,338.4,563115.3052631578,114.5,12.0,102.5,11.0,0.0,BenignTraffic2.csv,0.0
